#source_node	source_class	dest_node	dest_class	edge_class
1	R	1	U	R-U
1	U	2	R	U-R
1	U	3	R	U-R
1	U	4	R	U-R
1	U	5	R	U-R
1	U	1	R	U-R
1	U	6	R	U-R
1	U	7	R	U-R
1	U	8	R	U-R
1	U	9	R	U-R
1	U	10	R	U-R
1	U	2	U	U->U
1	U	3	U	U->U
1	U	4	U	U->U
1	U	5	U	U->U
1	U	6	U	U->U
1	U	7	U	U->U
8	U	1	U	U->U
9	U	1	U	U->U
10	U	1	U	U->U
11	U	1	U	U->U
3	U	1	U	U->U
12	U	1	U	U->U
13	U	1	U	U->U
5	U	1	U	U->U
14	U	1	U	U->U
6	U	1	U	U->U
7	U	1	U	U->U
15	U	1	U	U->U
11	R	16	U	R-U
16	U	12	R	U-R
16	U	13	R	U-R
16	U	14	R	U-R
16	U	15	R	U-R
16	U	16	R	U-R
16	U	11	R	U-R
16	U	17	U	U->U
16	U	18	U	U->U
16	U	19	U	U->U
16	U	20	U	U->U
16	U	21	U	U->U
16	U	22	U	U->U
16	U	23	U	U->U
16	U	24	U	U->U
16	U	25	U	U->U
16	U	26	U	U->U
17	U	16	U	U->U
27	U	16	U	U->U
28	U	16	U	U->U
19	U	16	U	U->U
29	U	16	U	U->U
30	U	16	U	U->U
31	U	16	U	U->U
32	U	16	U	U->U
20	U	16	U	U->U
33	U	16	U	U->U
22	U	16	U	U->U
24	U	16	U	U->U
26	U	16	U	U->U
17	R	34	U	R-U
34	U	17	R	U-R
34	U	18	R	U-R
17	R	19	R	R->R
17	R	20	R	R->R
17	R	21	R	R->R
17	R	22	R	R->R
17	R	17	R	R->R
17	R	23	R	R->R
17	R	24	R	R->R
17	R	25	R	R->R
17	R	26	R	R->R
17	R	27	R	R->R
17	R	28	R	R->R
17	R	29	R	R->R
17	R	30	R	R->R
17	R	31	R	R->R
17	R	32	R	R->R
34	U	35	U	U->U
34	U	36	U	U->U
34	U	37	U	U->U
34	U	38	U	U->U
34	U	39	U	U->U
34	U	40	U	U->U
34	U	41	U	U->U
34	U	42	U	U->U
34	U	43	U	U->U
34	U	44	U	U->U
34	U	45	U	U->U
34	U	46	U	U->U
34	U	47	U	U->U
34	U	48	U	U->U
34	U	49	U	U->U
34	U	50	U	U->U
34	U	51	U	U->U
34	U	52	U	U->U
34	U	53	U	U->U
34	U	54	U	U->U
34	U	55	U	U->U
34	U	56	U	U->U
34	U	57	U	U->U
34	U	58	U	U->U
34	U	59	U	U->U
34	U	60	U	U->U
34	U	61	U	U->U
33	R	62	U	R-U
62	U	33	R	U-R
62	U	34	R	U-R
62	U	35	R	U-R
33	R	36	R	R->R
33	R	33	R	R->R
33	R	37	R	R->R
33	R	38	R	R->R
62	U	63	U	U->U
62	U	64	U	U->U
65	U	62	U	U->U
66	U	62	U	U->U
39	R	67	U	R-U
67	U	40	R	U-R
67	U	41	R	U-R
67	U	42	R	U-R
67	U	39	R	U-R
67	U	43	R	U-R
67	U	44	R	U-R
45	R	68	U	R-U
68	U	46	R	U-R
68	U	47	R	U-R
68	U	48	R	U-R
68	U	49	R	U-R
68	U	50	R	U-R
68	U	45	R	U-R
68	U	51	R	U-R
68	U	52	R	U-R
53	R	69	U	R-U
69	U	54	R	U-R
69	U	55	R	U-R
69	U	56	R	U-R
69	U	57	R	U-R
69	U	58	R	U-R
69	U	59	R	U-R
69	U	60	R	U-R
69	U	61	R	U-R
69	U	53	R	U-R
69	U	62	R	U-R
69	U	63	R	U-R
53	R	64	R	R->R
53	R	65	R	R->R
53	R	66	R	R->R
53	R	53	R	R->R
69	U	70	U	U->U
70	U	69	U	U->U
67	R	71	U	R-U
71	U	68	R	U-R
71	U	67	R	U-R
71	U	69	R	U-R
70	R	72	U	R-U
71	R	73	U	R-U
72	R	74	U	R-U
74	U	73	R	U-R
74	U	74	R	U-R
74	U	75	R	U-R
74	U	76	R	U-R
74	U	77	R	U-R
74	U	78	R	U-R
74	U	79	R	U-R
74	U	80	R	U-R
74	U	81	R	U-R
74	U	82	R	U-R
74	U	83	R	U-R
74	U	84	R	U-R
74	U	85	R	U-R
74	U	86	R	U-R
87	R	72	R	R->R
72	R	88	R	R->R
72	R	89	R	R->R
72	R	90	R	R->R
72	R	72	R	R->R
72	R	91	R	R->R
72	R	92	R	R->R
72	R	93	R	R->R
72	R	94	R	R->R
72	R	95	R	R->R
72	R	96	R	R->R
72	R	97	R	R->R
72	R	98	R	R->R
72	R	99	R	R->R
72	R	100	R	R->R
72	R	101	R	R->R
72	R	102	R	R->R
72	R	103	R	R->R
72	R	104	R	R->R
72	R	105	R	R->R
72	R	106	R	R->R
74	U	75	U	U->U
74	U	76	U	U->U
74	U	77	U	U->U
74	U	78	U	U->U
74	U	79	U	U->U
74	U	80	U	U->U
74	U	81	U	U->U
74	U	82	U	U->U
74	U	83	U	U->U
74	U	84	U	U->U
74	U	85	U	U->U
74	U	86	U	U->U
74	U	87	U	U->U
74	U	88	U	U->U
74	U	89	U	U->U
74	U	90	U	U->U
74	U	91	U	U->U
74	U	92	U	U->U
74	U	93	U	U->U
74	U	94	U	U->U
74	U	95	U	U->U
74	U	96	U	U->U
74	U	97	U	U->U
74	U	98	U	U->U
74	U	99	U	U->U
74	U	100	U	U->U
74	U	101	U	U->U
74	U	102	U	U->U
74	U	103	U	U->U
74	U	104	U	U->U
74	U	105	U	U->U
74	U	106	U	U->U
74	U	107	U	U->U
74	U	108	U	U->U
74	U	109	U	U->U
74	U	110	U	U->U
74	U	111	U	U->U
74	U	112	U	U->U
74	U	113	U	U->U
74	U	114	U	U->U
74	U	115	U	U->U
74	U	116	U	U->U
74	U	117	U	U->U
74	U	118	U	U->U
74	U	119	U	U->U
74	U	120	U	U->U
74	U	121	U	U->U
74	U	122	U	U->U
74	U	123	U	U->U
74	U	124	U	U->U
125	U	74	U	U->U
126	U	74	U	U->U
127	U	74	U	U->U
128	U	74	U	U->U
129	U	74	U	U->U
130	U	74	U	U->U
75	U	74	U	U->U
131	U	74	U	U->U
132	U	74	U	U->U
133	U	74	U	U->U
134	U	74	U	U->U
135	U	74	U	U->U
136	U	74	U	U->U
137	U	74	U	U->U
138	U	74	U	U->U
139	U	74	U	U->U
140	U	74	U	U->U
141	U	74	U	U->U
142	U	74	U	U->U
143	U	74	U	U->U
144	U	74	U	U->U
145	U	74	U	U->U
146	U	74	U	U->U
147	U	74	U	U->U
148	U	74	U	U->U
149	U	74	U	U->U
150	U	74	U	U->U
151	U	74	U	U->U
152	U	74	U	U->U
153	U	74	U	U->U
154	U	74	U	U->U
155	U	74	U	U->U
156	U	74	U	U->U
157	U	74	U	U->U
158	U	74	U	U->U
159	U	74	U	U->U
160	U	74	U	U->U
161	U	74	U	U->U
162	U	74	U	U->U
163	U	74	U	U->U
164	U	74	U	U->U
165	U	74	U	U->U
166	U	74	U	U->U
167	U	74	U	U->U
168	U	74	U	U->U
169	U	74	U	U->U
170	U	74	U	U->U
171	U	74	U	U->U
172	U	74	U	U->U
173	U	74	U	U->U
107	R	174	U	R-U
174	U	108	R	U-R
174	U	109	R	U-R
174	U	110	R	U-R
174	U	111	R	U-R
174	U	112	R	U-R
174	U	113	R	U-R
174	U	114	R	U-R
174	U	115	R	U-R
116	R	107	R	R->R
107	R	117	R	R->R
107	R	118	R	R->R
107	R	119	R	R->R
107	R	120	R	R->R
107	R	121	R	R->R
107	R	122	R	R->R
107	R	123	R	R->R
107	R	124	R	R->R
107	R	125	R	R->R
107	R	126	R	R->R
107	R	127	R	R->R
107	R	128	R	R->R
107	R	107	R	R->R
107	R	129	R	R->R
174	U	175	U	U->U
174	U	176	U	U->U
174	U	177	U	U->U
174	U	178	U	U->U
174	U	179	U	U->U
174	U	180	U	U->U
174	U	181	U	U->U
174	U	182	U	U->U
174	U	183	U	U->U
174	U	184	U	U->U
174	U	185	U	U->U
174	U	186	U	U->U
174	U	187	U	U->U
174	U	188	U	U->U
174	U	189	U	U->U
174	U	190	U	U->U
174	U	191	U	U->U
174	U	192	U	U->U
174	U	193	U	U->U
174	U	194	U	U->U
174	U	195	U	U->U
174	U	196	U	U->U
174	U	197	U	U->U
174	U	198	U	U->U
174	U	199	U	U->U
174	U	200	U	U->U
174	U	201	U	U->U
174	U	202	U	U->U
174	U	203	U	U->U
174	U	204	U	U->U
174	U	205	U	U->U
174	U	206	U	U->U
174	U	207	U	U->U
174	U	208	U	U->U
174	U	209	U	U->U
130	R	174	U	R-U
174	U	108	R	U-R
174	U	109	R	U-R
174	U	110	R	U-R
174	U	111	R	U-R
174	U	112	R	U-R
174	U	113	R	U-R
174	U	114	R	U-R
174	U	115	R	U-R
131	R	130	R	R->R
130	R	132	R	R->R
130	R	133	R	R->R
130	R	134	R	R->R
130	R	135	R	R->R
130	R	136	R	R->R
130	R	137	R	R->R
130	R	138	R	R->R
130	R	139	R	R->R
130	R	140	R	R->R
130	R	141	R	R->R
130	R	142	R	R->R
130	R	143	R	R->R
130	R	144	R	R->R
130	R	145	R	R->R
130	R	146	R	R->R
130	R	147	R	R->R
130	R	148	R	R->R
130	R	149	R	R->R
130	R	150	R	R->R
130	R	151	R	R->R
130	R	152	R	R->R
130	R	153	R	R->R
130	R	154	R	R->R
130	R	155	R	R->R
130	R	156	R	R->R
130	R	157	R	R->R
130	R	158	R	R->R
130	R	159	R	R->R
130	R	160	R	R->R
130	R	161	R	R->R
130	R	162	R	R->R
130	R	163	R	R->R
130	R	164	R	R->R
130	R	165	R	R->R
130	R	166	R	R->R
130	R	167	R	R->R
130	R	168	R	R->R
130	R	169	R	R->R
130	R	170	R	R->R
130	R	171	R	R->R
130	R	172	R	R->R
130	R	173	R	R->R
130	R	174	R	R->R
130	R	175	R	R->R
130	R	176	R	R->R
130	R	177	R	R->R
130	R	178	R	R->R
130	R	179	R	R->R
130	R	180	R	R->R
130	R	181	R	R->R
130	R	182	R	R->R
130	R	183	R	R->R
130	R	184	R	R->R
130	R	185	R	R->R
130	R	186	R	R->R
130	R	187	R	R->R
130	R	188	R	R->R
130	R	189	R	R->R
130	R	190	R	R->R
130	R	191	R	R->R
130	R	192	R	R->R
130	R	193	R	R->R
130	R	194	R	R->R
130	R	195	R	R->R
130	R	196	R	R->R
130	R	197	R	R->R
130	R	198	R	R->R
130	R	199	R	R->R
130	R	200	R	R->R
130	R	201	R	R->R
130	R	202	R	R->R
130	R	203	R	R->R
130	R	204	R	R->R
130	R	205	R	R->R
130	R	206	R	R->R
130	R	207	R	R->R
130	R	208	R	R->R
130	R	209	R	R->R
130	R	210	R	R->R
130	R	211	R	R->R
130	R	212	R	R->R
130	R	213	R	R->R
130	R	214	R	R->R
130	R	215	R	R->R
130	R	216	R	R->R
130	R	217	R	R->R
130	R	218	R	R->R
130	R	219	R	R->R
130	R	220	R	R->R
130	R	221	R	R->R
130	R	222	R	R->R
130	R	223	R	R->R
130	R	224	R	R->R
130	R	225	R	R->R
130	R	226	R	R->R
130	R	227	R	R->R
130	R	228	R	R->R
130	R	229	R	R->R
130	R	230	R	R->R
130	R	231	R	R->R
130	R	232	R	R->R
130	R	233	R	R->R
130	R	234	R	R->R
130	R	235	R	R->R
130	R	236	R	R->R
130	R	237	R	R->R
130	R	238	R	R->R
130	R	239	R	R->R
130	R	240	R	R->R
130	R	241	R	R->R
130	R	242	R	R->R
130	R	243	R	R->R
130	R	244	R	R->R
130	R	245	R	R->R
130	R	246	R	R->R
130	R	247	R	R->R
130	R	248	R	R->R
130	R	249	R	R->R
130	R	250	R	R->R
130	R	251	R	R->R
130	R	252	R	R->R
130	R	253	R	R->R
130	R	254	R	R->R
130	R	255	R	R->R
130	R	256	R	R->R
130	R	257	R	R->R
130	R	258	R	R->R
130	R	259	R	R->R
130	R	260	R	R->R
130	R	261	R	R->R
130	R	262	R	R->R
130	R	263	R	R->R
130	R	264	R	R->R
130	R	265	R	R->R
130	R	266	R	R->R
130	R	267	R	R->R
130	R	268	R	R->R
130	R	269	R	R->R
130	R	270	R	R->R
130	R	271	R	R->R
130	R	272	R	R->R
130	R	273	R	R->R
130	R	274	R	R->R
130	R	275	R	R->R
130	R	276	R	R->R
130	R	277	R	R->R
130	R	278	R	R->R
130	R	279	R	R->R
130	R	280	R	R->R
130	R	281	R	R->R
130	R	282	R	R->R
130	R	283	R	R->R
130	R	284	R	R->R
130	R	285	R	R->R
130	R	286	R	R->R
130	R	287	R	R->R
130	R	288	R	R->R
130	R	289	R	R->R
130	R	290	R	R->R
130	R	291	R	R->R
130	R	292	R	R->R
130	R	293	R	R->R
130	R	294	R	R->R
130	R	295	R	R->R
130	R	296	R	R->R
130	R	297	R	R->R
130	R	298	R	R->R
130	R	299	R	R->R
130	R	300	R	R->R
130	R	301	R	R->R
130	R	302	R	R->R
130	R	303	R	R->R
130	R	304	R	R->R
130	R	305	R	R->R
130	R	306	R	R->R
130	R	307	R	R->R
130	R	308	R	R->R
130	R	309	R	R->R
130	R	310	R	R->R
130	R	311	R	R->R
130	R	312	R	R->R
130	R	313	R	R->R
130	R	314	R	R->R
130	R	315	R	R->R
130	R	316	R	R->R
130	R	317	R	R->R
130	R	318	R	R->R
130	R	319	R	R->R
130	R	320	R	R->R
130	R	321	R	R->R
130	R	322	R	R->R
130	R	323	R	R->R
130	R	324	R	R->R
130	R	325	R	R->R
130	R	326	R	R->R
130	R	327	R	R->R
130	R	328	R	R->R
130	R	329	R	R->R
130	R	330	R	R->R
130	R	331	R	R->R
130	R	332	R	R->R
130	R	333	R	R->R
130	R	334	R	R->R
130	R	335	R	R->R
130	R	336	R	R->R
130	R	337	R	R->R
130	R	338	R	R->R
130	R	339	R	R->R
130	R	340	R	R->R
130	R	341	R	R->R
130	R	342	R	R->R
130	R	343	R	R->R
130	R	344	R	R->R
130	R	345	R	R->R
130	R	346	R	R->R
130	R	347	R	R->R
130	R	348	R	R->R
130	R	349	R	R->R
130	R	350	R	R->R
130	R	351	R	R->R
130	R	352	R	R->R
130	R	353	R	R->R
130	R	354	R	R->R
130	R	355	R	R->R
130	R	356	R	R->R
130	R	357	R	R->R
130	R	358	R	R->R
130	R	359	R	R->R
130	R	360	R	R->R
130	R	361	R	R->R
130	R	362	R	R->R
130	R	363	R	R->R
130	R	364	R	R->R
130	R	365	R	R->R
130	R	366	R	R->R
130	R	367	R	R->R
130	R	368	R	R->R
130	R	369	R	R->R
130	R	370	R	R->R
130	R	371	R	R->R
130	R	372	R	R->R
130	R	373	R	R->R
130	R	374	R	R->R
130	R	375	R	R->R
130	R	376	R	R->R
130	R	377	R	R->R
130	R	378	R	R->R
130	R	379	R	R->R
130	R	380	R	R->R
130	R	381	R	R->R
130	R	382	R	R->R
130	R	383	R	R->R
130	R	384	R	R->R
130	R	385	R	R->R
130	R	386	R	R->R
130	R	387	R	R->R
130	R	388	R	R->R
130	R	389	R	R->R
130	R	390	R	R->R
130	R	391	R	R->R
130	R	392	R	R->R
130	R	393	R	R->R
130	R	394	R	R->R
130	R	395	R	R->R
130	R	396	R	R->R
130	R	397	R	R->R
130	R	398	R	R->R
130	R	399	R	R->R
130	R	400	R	R->R
130	R	401	R	R->R
130	R	402	R	R->R
130	R	403	R	R->R
130	R	404	R	R->R
130	R	405	R	R->R
130	R	406	R	R->R
130	R	407	R	R->R
130	R	408	R	R->R
130	R	409	R	R->R
130	R	410	R	R->R
130	R	411	R	R->R
130	R	412	R	R->R
130	R	413	R	R->R
130	R	414	R	R->R
130	R	415	R	R->R
130	R	416	R	R->R
130	R	417	R	R->R
130	R	418	R	R->R
130	R	419	R	R->R
130	R	420	R	R->R
130	R	421	R	R->R
130	R	422	R	R->R
130	R	423	R	R->R
130	R	424	R	R->R
130	R	425	R	R->R
130	R	426	R	R->R
130	R	427	R	R->R
130	R	428	R	R->R
130	R	429	R	R->R
130	R	430	R	R->R
130	R	431	R	R->R
130	R	432	R	R->R
130	R	433	R	R->R
130	R	434	R	R->R
130	R	435	R	R->R
130	R	436	R	R->R
130	R	437	R	R->R
130	R	438	R	R->R
130	R	439	R	R->R
130	R	440	R	R->R
130	R	441	R	R->R
130	R	442	R	R->R
130	R	443	R	R->R
130	R	444	R	R->R
130	R	445	R	R->R
130	R	446	R	R->R
130	R	447	R	R->R
130	R	448	R	R->R
130	R	449	R	R->R
130	R	450	R	R->R
130	R	451	R	R->R
130	R	452	R	R->R
130	R	453	R	R->R
130	R	454	R	R->R
130	R	455	R	R->R
130	R	456	R	R->R
130	R	457	R	R->R
130	R	458	R	R->R
130	R	459	R	R->R
130	R	460	R	R->R
130	R	461	R	R->R
130	R	462	R	R->R
130	R	463	R	R->R
130	R	464	R	R->R
130	R	465	R	R->R
130	R	466	R	R->R
130	R	467	R	R->R
130	R	468	R	R->R
130	R	469	R	R->R
130	R	470	R	R->R
130	R	471	R	R->R
130	R	472	R	R->R
130	R	473	R	R->R
130	R	474	R	R->R
130	R	475	R	R->R
130	R	476	R	R->R
130	R	477	R	R->R
130	R	478	R	R->R
130	R	479	R	R->R
130	R	480	R	R->R
130	R	481	R	R->R
130	R	482	R	R->R
130	R	483	R	R->R
130	R	484	R	R->R
130	R	485	R	R->R
130	R	486	R	R->R
130	R	487	R	R->R
130	R	488	R	R->R
130	R	489	R	R->R
130	R	490	R	R->R
130	R	491	R	R->R
130	R	492	R	R->R
130	R	493	R	R->R
130	R	494	R	R->R
130	R	495	R	R->R
130	R	496	R	R->R
130	R	497	R	R->R
130	R	498	R	R->R
130	R	499	R	R->R
130	R	500	R	R->R
130	R	501	R	R->R
130	R	502	R	R->R
130	R	503	R	R->R
130	R	504	R	R->R
130	R	505	R	R->R
130	R	506	R	R->R
130	R	507	R	R->R
130	R	508	R	R->R
130	R	509	R	R->R
130	R	510	R	R->R
130	R	511	R	R->R
130	R	512	R	R->R
130	R	513	R	R->R
130	R	514	R	R->R
130	R	515	R	R->R
130	R	516	R	R->R
130	R	517	R	R->R
130	R	518	R	R->R
130	R	519	R	R->R
130	R	520	R	R->R
130	R	521	R	R->R
130	R	522	R	R->R
130	R	523	R	R->R
130	R	524	R	R->R
130	R	525	R	R->R
130	R	526	R	R->R
130	R	527	R	R->R
130	R	528	R	R->R
130	R	529	R	R->R
130	R	530	R	R->R
130	R	531	R	R->R
130	R	532	R	R->R
130	R	533	R	R->R
130	R	534	R	R->R
130	R	535	R	R->R
130	R	536	R	R->R
130	R	537	R	R->R
130	R	538	R	R->R
130	R	539	R	R->R
130	R	540	R	R->R
130	R	541	R	R->R
130	R	542	R	R->R
130	R	543	R	R->R
130	R	544	R	R->R
130	R	545	R	R->R
130	R	546	R	R->R
130	R	547	R	R->R
130	R	548	R	R->R
130	R	549	R	R->R
130	R	550	R	R->R
130	R	551	R	R->R
130	R	552	R	R->R
130	R	553	R	R->R
130	R	554	R	R->R
130	R	555	R	R->R
130	R	556	R	R->R
130	R	557	R	R->R
130	R	558	R	R->R
130	R	559	R	R->R
130	R	560	R	R->R
130	R	561	R	R->R
130	R	562	R	R->R
130	R	563	R	R->R
130	R	564	R	R->R
130	R	565	R	R->R
130	R	566	R	R->R
130	R	567	R	R->R
130	R	568	R	R->R
130	R	569	R	R->R
130	R	570	R	R->R
130	R	571	R	R->R
130	R	572	R	R->R
130	R	573	R	R->R
130	R	574	R	R->R
130	R	575	R	R->R
130	R	576	R	R->R
130	R	577	R	R->R
130	R	578	R	R->R
130	R	579	R	R->R
130	R	580	R	R->R
130	R	581	R	R->R
130	R	582	R	R->R
130	R	583	R	R->R
130	R	584	R	R->R
130	R	585	R	R->R
130	R	586	R	R->R
130	R	587	R	R->R
130	R	588	R	R->R
130	R	589	R	R->R
130	R	590	R	R->R
130	R	591	R	R->R
130	R	592	R	R->R
130	R	593	R	R->R
130	R	594	R	R->R
130	R	595	R	R->R
130	R	596	R	R->R
130	R	597	R	R->R
130	R	598	R	R->R
130	R	599	R	R->R
130	R	600	R	R->R
130	R	601	R	R->R
130	R	602	R	R->R
130	R	603	R	R->R
130	R	604	R	R->R
130	R	605	R	R->R
130	R	606	R	R->R
130	R	607	R	R->R
130	R	608	R	R->R
130	R	609	R	R->R
130	R	610	R	R->R
130	R	611	R	R->R
130	R	612	R	R->R
130	R	613	R	R->R
130	R	614	R	R->R
130	R	615	R	R->R
130	R	616	R	R->R
130	R	617	R	R->R
130	R	618	R	R->R
130	R	619	R	R->R
130	R	620	R	R->R
130	R	621	R	R->R
130	R	622	R	R->R
130	R	623	R	R->R
130	R	624	R	R->R
130	R	625	R	R->R
130	R	626	R	R->R
130	R	627	R	R->R
130	R	628	R	R->R
130	R	629	R	R->R
130	R	630	R	R->R
130	R	631	R	R->R
130	R	632	R	R->R
130	R	633	R	R->R
130	R	634	R	R->R
130	R	635	R	R->R
130	R	636	R	R->R
130	R	637	R	R->R
130	R	638	R	R->R
130	R	639	R	R->R
130	R	640	R	R->R
130	R	641	R	R->R
130	R	642	R	R->R
130	R	643	R	R->R
130	R	644	R	R->R
130	R	645	R	R->R
130	R	646	R	R->R
130	R	647	R	R->R
130	R	648	R	R->R
130	R	649	R	R->R
130	R	650	R	R->R
130	R	651	R	R->R
130	R	652	R	R->R
130	R	653	R	R->R
130	R	654	R	R->R
130	R	655	R	R->R
130	R	656	R	R->R
130	R	657	R	R->R
130	R	658	R	R->R
130	R	659	R	R->R
130	R	660	R	R->R
130	R	661	R	R->R
130	R	662	R	R->R
130	R	663	R	R->R
130	R	664	R	R->R
130	R	665	R	R->R
130	R	130	R	R->R
130	R	666	R	R->R
130	R	667	R	R->R
130	R	668	R	R->R
130	R	669	R	R->R
130	R	670	R	R->R
130	R	671	R	R->R
130	R	672	R	R->R
130	R	673	R	R->R
130	R	674	R	R->R
130	R	675	R	R->R
130	R	676	R	R->R
130	R	677	R	R->R
130	R	678	R	R->R
130	R	679	R	R->R
130	R	680	R	R->R
130	R	681	R	R->R
130	R	682	R	R->R
130	R	683	R	R->R
130	R	684	R	R->R
130	R	685	R	R->R
130	R	686	R	R->R
130	R	687	R	R->R
130	R	688	R	R->R
130	R	689	R	R->R
130	R	690	R	R->R
130	R	691	R	R->R
130	R	692	R	R->R
130	R	693	R	R->R
130	R	694	R	R->R
130	R	695	R	R->R
130	R	696	R	R->R
130	R	697	R	R->R
130	R	698	R	R->R
130	R	699	R	R->R
130	R	700	R	R->R
130	R	701	R	R->R
130	R	702	R	R->R
130	R	703	R	R->R
130	R	704	R	R->R
130	R	705	R	R->R
130	R	706	R	R->R
130	R	707	R	R->R
130	R	708	R	R->R
130	R	709	R	R->R
130	R	710	R	R->R
130	R	711	R	R->R
130	R	712	R	R->R
130	R	713	R	R->R
130	R	714	R	R->R
130	R	715	R	R->R
130	R	716	R	R->R
130	R	717	R	R->R
130	R	718	R	R->R
130	R	719	R	R->R
130	R	720	R	R->R
130	R	721	R	R->R
130	R	722	R	R->R
130	R	723	R	R->R
130	R	724	R	R->R
130	R	725	R	R->R
130	R	726	R	R->R
130	R	727	R	R->R
130	R	728	R	R->R
130	R	729	R	R->R
130	R	730	R	R->R
130	R	731	R	R->R
130	R	732	R	R->R
130	R	733	R	R->R
130	R	734	R	R->R
130	R	735	R	R->R
130	R	736	R	R->R
130	R	737	R	R->R
130	R	738	R	R->R
130	R	739	R	R->R
130	R	740	R	R->R
130	R	741	R	R->R
130	R	742	R	R->R
130	R	743	R	R->R
130	R	744	R	R->R
130	R	745	R	R->R
130	R	746	R	R->R
130	R	747	R	R->R
130	R	748	R	R->R
130	R	749	R	R->R
130	R	750	R	R->R
130	R	751	R	R->R
130	R	752	R	R->R
130	R	753	R	R->R
130	R	754	R	R->R
130	R	755	R	R->R
130	R	756	R	R->R
130	R	757	R	R->R
130	R	758	R	R->R
130	R	759	R	R->R
130	R	760	R	R->R
130	R	761	R	R->R
130	R	762	R	R->R
130	R	763	R	R->R
130	R	764	R	R->R
130	R	765	R	R->R
130	R	766	R	R->R
130	R	767	R	R->R
130	R	768	R	R->R
130	R	769	R	R->R
130	R	770	R	R->R
130	R	771	R	R->R
130	R	772	R	R->R
130	R	773	R	R->R
130	R	774	R	R->R
130	R	775	R	R->R
130	R	776	R	R->R
130	R	777	R	R->R
130	R	778	R	R->R
130	R	779	R	R->R
130	R	780	R	R->R
130	R	781	R	R->R
130	R	782	R	R->R
130	R	783	R	R->R
130	R	784	R	R->R
130	R	785	R	R->R
130	R	786	R	R->R
130	R	787	R	R->R
130	R	788	R	R->R
130	R	789	R	R->R
130	R	790	R	R->R
130	R	791	R	R->R
130	R	792	R	R->R
130	R	793	R	R->R
130	R	794	R	R->R
130	R	795	R	R->R
130	R	796	R	R->R
130	R	797	R	R->R
130	R	798	R	R->R
130	R	799	R	R->R
130	R	800	R	R->R
130	R	801	R	R->R
130	R	802	R	R->R
130	R	803	R	R->R
130	R	804	R	R->R
130	R	805	R	R->R
130	R	806	R	R->R
130	R	807	R	R->R
130	R	808	R	R->R
130	R	809	R	R->R
130	R	810	R	R->R
130	R	811	R	R->R
130	R	812	R	R->R
130	R	813	R	R->R
130	R	814	R	R->R
130	R	815	R	R->R
130	R	816	R	R->R
130	R	817	R	R->R
130	R	818	R	R->R
130	R	819	R	R->R
130	R	820	R	R->R
130	R	821	R	R->R
130	R	822	R	R->R
130	R	823	R	R->R
130	R	824	R	R->R
130	R	825	R	R->R
130	R	826	R	R->R
130	R	827	R	R->R
130	R	828	R	R->R
130	R	829	R	R->R
130	R	830	R	R->R
130	R	831	R	R->R
130	R	832	R	R->R
130	R	833	R	R->R
130	R	834	R	R->R
130	R	835	R	R->R
130	R	836	R	R->R
130	R	837	R	R->R
130	R	838	R	R->R
130	R	839	R	R->R
130	R	840	R	R->R
130	R	841	R	R->R
130	R	842	R	R->R
130	R	843	R	R->R
130	R	844	R	R->R
130	R	845	R	R->R
130	R	846	R	R->R
130	R	847	R	R->R
130	R	848	R	R->R
130	R	849	R	R->R
130	R	850	R	R->R
130	R	851	R	R->R
130	R	852	R	R->R
130	R	853	R	R->R
130	R	854	R	R->R
130	R	855	R	R->R
130	R	856	R	R->R
130	R	857	R	R->R
130	R	858	R	R->R
130	R	859	R	R->R
130	R	860	R	R->R
130	R	861	R	R->R
130	R	862	R	R->R
130	R	863	R	R->R
130	R	864	R	R->R
130	R	865	R	R->R
130	R	866	R	R->R
130	R	867	R	R->R
130	R	868	R	R->R
130	R	869	R	R->R
130	R	870	R	R->R
130	R	871	R	R->R
130	R	872	R	R->R
130	R	873	R	R->R
130	R	874	R	R->R
130	R	875	R	R->R
130	R	876	R	R->R
130	R	877	R	R->R
130	R	878	R	R->R
130	R	879	R	R->R
130	R	880	R	R->R
130	R	881	R	R->R
130	R	882	R	R->R
130	R	883	R	R->R
130	R	884	R	R->R
130	R	885	R	R->R
130	R	886	R	R->R
130	R	887	R	R->R
130	R	888	R	R->R
130	R	889	R	R->R
130	R	890	R	R->R
130	R	891	R	R->R
130	R	892	R	R->R
130	R	893	R	R->R
130	R	894	R	R->R
130	R	895	R	R->R
130	R	896	R	R->R
130	R	897	R	R->R
130	R	898	R	R->R
130	R	899	R	R->R
130	R	900	R	R->R
130	R	901	R	R->R
130	R	902	R	R->R
130	R	903	R	R->R
130	R	904	R	R->R
130	R	905	R	R->R
130	R	906	R	R->R
130	R	907	R	R->R
130	R	908	R	R->R
130	R	909	R	R->R
130	R	910	R	R->R
130	R	911	R	R->R
130	R	912	R	R->R
130	R	913	R	R->R
130	R	914	R	R->R
130	R	915	R	R->R
130	R	916	R	R->R
130	R	917	R	R->R
130	R	918	R	R->R
130	R	919	R	R->R
130	R	920	R	R->R
130	R	921	R	R->R
130	R	922	R	R->R
130	R	923	R	R->R
130	R	924	R	R->R
130	R	925	R	R->R
130	R	926	R	R->R
130	R	927	R	R->R
130	R	928	R	R->R
130	R	929	R	R->R
130	R	930	R	R->R
130	R	931	R	R->R
130	R	932	R	R->R
130	R	933	R	R->R
