#source_node	source_class	dest_node	dest_class	edge_class
24174	R	25078	R	R->R
24174	R	25079	R	R->R
24174	R	25080	R	R->R
24174	R	25081	R	R->R
24174	R	25082	R	R->R
24174	R	25083	R	R->R
24174	R	25084	R	R->R
24174	R	25085	R	R->R
24174	R	25086	R	R->R
24174	R	25087	R	R->R
24174	R	25088	R	R->R
24174	R	25089	R	R->R
24174	R	25090	R	R->R
24174	R	25091	R	R->R
24174	R	25092	R	R->R
24174	R	25093	R	R->R
24174	R	25094	R	R->R
24174	R	25095	R	R->R
24174	R	25096	R	R->R
24174	R	25097	R	R->R
24174	R	25098	R	R->R
24174	R	25099	R	R->R
24174	R	25100	R	R->R
24174	R	25101	R	R->R
24174	R	25102	R	R->R
24174	R	25103	R	R->R
24174	R	25104	R	R->R
24174	R	25105	R	R->R
24174	R	25106	R	R->R
24174	R	25107	R	R->R
24174	R	25108	R	R->R
24174	R	25109	R	R->R
24174	R	25110	R	R->R
24174	R	25111	R	R->R
24174	R	25112	R	R->R
24174	R	25113	R	R->R
24174	R	25114	R	R->R
24174	R	25115	R	R->R
24174	R	25116	R	R->R
24174	R	25117	R	R->R
25118	R	3456	U	R-U
25119	R	3457	U	R-U
25120	R	3458	U	R-U
25121	R	3459	U	R-U
25122	R	3460	U	R-U
25123	R	3461	U	R-U
25124	R	3462	U	R-U
25125	R	3463	U	R-U
25126	R	3464	U	R-U
25127	R	3465	U	R-U
25128	R	3466	U	R-U
25129	R	3467	U	R-U
25130	R	3468	U	R-U
25131	R	3469	U	R-U
25132	R	3470	U	R-U
25133	R	3471	U	R-U
25134	R	3472	U	R-U
25135	R	3473	U	R-U
25136	R	3474	U	R-U
25137	R	3475	U	R-U
